track_name,artists,streams,released_year
"Cay?? La Noche (feat. Cruz Cafun??, Abhir Hathi, Bejo, EL IMA)",Quevedo,245400167,2022
"Cay?? La Noche (feat. Cruz Cafun??, Abhir Hathi, Bejo, EL IMA)",La Pantera,245400167,2022
"Cay?? La Noche (feat. Cruz Cafun??, Abhir Hathi, Bejo, EL IMA)",Juseph,245400167,2022
"Cay?? La Noche (feat. Cruz Cafun??, Abhir Hathi, Bejo, EL IMA)",Cruz Cafun??,245400167,2022
"Cay?? La Noche (feat. Cruz Cafun??, Abhir Hathi, Bejo, EL IMA)",B??jo,245400167,2022
"Cay?? La Noche (feat. Cruz Cafun??, Abhir Hathi, Bejo, EL IMA)",Abhir Hathi,245400167,2022
California Love - Original Version (Explicit),Dr. Dre,579395142,1995
California Love - Original Version (Explicit),2Pac,579395142,1995
California Love - Original Version (Explicit),Roger,579395142,1995
Forgot About Dre,Eminem,675039469,1999
Forgot About Dre,Dr. Dre,675039469,1999
Down Under (feat. Colin Hay),Luude,252871192,2021
Down Under (feat. Colin Hay),Colin Hay,252871192,2021
Mujeriego,Ryan Castro,231996128,2021
HUMBLE.,Kendrick Lamar,1929770265,2017
Stan,Eminem,918915401,1999
Stan,Dido,918915401,1999
Contection,GODZZ__-,1180896317,2020
Contection,Zakaria,1180896317,2020
Swim,Chase Atlantic,498960285,2017
A Tu Merced,Bad Bunny,685071800,2020
Numb Little Bug,Em Beihold,258714692,2022
212,Mainstreet,143139338,2022
212,Chefin,143139338,2022
Problem?,Alvaro Diaz,209768491,2021
Problem?,Rauw Alejandro,209768491,2021
Bussin,Nicki Minaj,64714573,2022
Bussin,Lil Baby,64714573,2022
Worst Day,Future,50746620,2022
Malvada,Z?? Fe,154119539,2022
Hrs and Hrs,Muni Long,181328253,2021
Alien Blues,Vundabar,370068639,2015
Thinking Out Loud,Ed Sheeran,2280566092,2014
Still Don't Know My Name,Labrinth,563902868,2019
Christmas Tree,V,317622165,2021
Mal Feito - Ao Vivo,Mar??lia Mendon??a,291709698,2022
Mal Feito - Ao Vivo,Hugo & G,291709698,2022
When I R.I.P.,Labrinth,203680270,2019
Do We Have A Problem?,Nicki Minaj,81350745,2022
Do We Have A Problem?,Lil Baby,81350745,2022
Forever,Labrinth,282883169,2019
Gospel (with Eminem),Eminem,64787943,2022
Gospel (with Eminem),Dr. Dre,64787943,2022
Se??o,Shawn Mendes,2484812918,2019
Se??o,Camila Cabello,2484812918,2019
NEW MAGIC WAND,Tyler,461437791,2019
NEW MAGIC WAND,The Creator,461437791,2019
Adore You,Harry Styles,1439191367,2019
La Santa,Daddy Yankee,759208783,2020
La Santa,Bad Bunny,759208783,2020
Something In The Way - Remastered 2021,Nirvana,368646862,1991
Sweetest Pie,Dua Lipa,299634472,2022
Sweetest Pie,Megan Thee Stallion,299634472,2022
Bam Bam (feat. Ed Sheeran),Camila Cabello,756907987,2022
Bam Bam (feat. Ed Sheeran),Ed Sheeran,756907987,2022
Una Noche en Medell?,Cris Mj,682475162,2022
Envolver,Anitta,546191065,2021
Starlight,Dave,229473310,2022
Hati-Hati di Jalan,Tulus,202677468,2022
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,121913181,2022
DAN??A,Mc Pedrinho,208166039,2022
DAN??A,Pedro Sampaio,208166039,2022
Yo Voy (feat. Daddy Yankee),Zion & Lennox,527033089,2004
"Residente: Bzrp Music Sessions, Vol. 49",Residente,94616487,2022
"Residente: Bzrp Music Sessions, Vol. 49",Bizarrap,94616487,2022
Jordan,Ryan Castro,394030335,2021
Nail Tech,Jack Harlow,193443895,2022
Chale,Eden Mu??,299648208,2022
DARARI,Treasure,182978249,2022
Ya No Somos Ni Seremos,Christian Nodal,319757142,2022
Thinking with My Dick,Kevin Gates,109091573,2013
Thinking with My Dick,Juicy J,109091573,2013
Freaky Deaky,Tyga,153240879,2022
Freaky Deaky,Doja Cat,153240879,2022
this is what falling in love feels like,JVKE,346127840,2021
La Zona,Bad Bunny,312622938,2020
Bohemian Rhapsody - Remastered 2011,Queen,2197010679,1975
Hope,XXXTENTACION,1200808494,2018
Levitating,Dua Lipa,797196073,2020
Wake Me Up - Radio Edit,Avicii,1970673297,2013
"jealousy, jealousy",Olivia Rodrigo,665765558,2021
Mon??y so,YEAT,263779030,2021
Demasiadas Mujeres,C. Tangana,339473453,2020
Something Just Like This,The Chainsmokers,2204080728,2017
Something Just Like This,Coldplay,2204080728,2017
Closer,The Chainsmokers,2591224264,2016
Closer,Halsey,2591224264,2016
O.O,NMIXX,135444283,2022
Somebody That I Used To Know,Gotye,1457139296,2011
Somebody That I Used To Know,Kimbra,1457139296,2011
Tom's Diner,AnnenMayKantereit,236872197,2019
Tom's Diner,Giant Rooks,236872197,2019
First Class,Jack Harlow,694525298,2022
Plan A,Paulo Londra,240661097,2022
Fuera del mercado,Danny Ocean,421365166,2022
X ??LTIMA,Daddy Yankee,349746291,2022
X ??LTIMA,Bad Bunny,349746291,2022
When You're Gone,Shawn Mendes,255120451,2022
In My Head,Lil Tjay,190981339,2022
Wait a Minute!,Willow,924193303,2015
LOVE DIVE,IVE,305771063,2022
Pantysito,Feid,273005485,2022
Pantysito,Alejo,273005485,2022
Pantysito,Robi,273005485,2022
Chance,Paulo Londra,89566512,2022
Cool for the Summer,Demi Lovato,677389855,2015
psychofreak (feat. WILLOW),Camila Cabello,75476209,2022
psychofreak (feat. WILLOW),Willow,75476209,2022
Angel Baby,Troye Sivan,408843328,2021
Vampiro,Matu??,187772591,2022
Vampiro,"Wiu,",187772591,2022
Si Quieren Frontear,De La Ghetto,178512385,2022
Si Quieren Frontear,Duki,178512385,2022
Si Quieren Frontear,Quevedo,178512385,2022
Right On,Lil Baby,101780047,2022
Me Arrepent?,Ak4:20,118381354,2022
Me Arrepent?,Cris Mj,118381354,2022
Me Arrepent?,Pailita,118381354,2022
That's Hilarious,Charlie Puth,146363130,2022
Soy El Unico,Yahritza Y Su Esencia,126443991,2022
RUMBAT?,Daddy Yankee,157990698,2022
sentaDONA (Remix) s2,Lu??sa Sonza,176290831,2022
sentaDONA (Remix) s2,MC Frog,176290831,2022
sentaDONA (Remix) s2,Dj Gabriel do Borel,176290831,2022
sentaDONA (Remix) s2,Davi K,176290831,2022
Falling,Harry Styles,1023187129,2019
Sigue,Ed Sheeran,106933107,1996
Sigue,J Balvin,106933107,1996
Fim de Semana no Rio,teto,139193812,2022
MANIAC,Stray Kids,212234990,2022
There's Nothing Holdin' Me Back,Shawn Mendes,1714490998,2016
IDGAF (with blackbear),Blackbear,197643795,2022
IDGAF (with blackbear),BoyWithUke,197643795,2022
Golden,Harry Styles,807015863,2019
Get Lucky - Radio Edit,Pharrell Williams,933815613,2013
Get Lucky - Radio Edit,Nile Rodgers,933815613,2013
Get Lucky - Radio Edit,Daft Punk,933815613,2013
Ain't Shit,Doja Cat,499710590,2021
"Nobody Like U - From ""Turning Red""",Jordan Fisher,120847157,2022
"Nobody Like U - From ""Turning Red""",Josh Levi,120847157,2022
"Nobody Like U - From ""Turning Red""",Finneas O'Connell,120847157,2022
"Nobody Like U - From ""Turning Red""",4*TOWN (From Disney and Pixar???s Turning Red),120847157,2022
"Nobody Like U - From ""Turning Red""",Topher Ngo,120847157,2022
"Nobody Like U - From ""Turning Red""",Grayson Vill,120847157,2022
Still Life,BIGBANG,53909146,2022
Photograph,Ed Sheeran,2236667932,2014
Love Yourself,Justin Bieber,2123309722,2015
N95,Kendrick Lamar,301242089,2022
About Damn Time,Lizzo,723894473,2022
Die Hard,Kendrick Lamar,237351106,2022
Die Hard,Blxst,237351106,2022
Die Hard,Amanda Reifer,237351106,2022
Despu??s de la P,Bad Bunny,461558540,2022
Un Ratito,Bad Bunny,417230415,2022
United In Grief,Kendrick Lamar,156898322,2022
Father Time (feat. Sampha),Kendrick Lamar,127309180,2022
Father Time (feat. Sampha),Sampha,127309180,2022
Yo No Soy Celoso,Bad Bunny,313113297,2022
Rich Spirit,Kendrick Lamar,173702135,2022
Cooped Up (with Roddy Ricch),Post Malone,271666301,2022
Cooped Up (with Roddy Ricch),Roddy Ricch,271666301,2022
Me Fui de Vacaciones,Bad Bunny,305650299,2022
Silent Hill,Kendrick Lamar,123216717,2022
Silent Hill,Kodak Black,123216717,2022
La Corriente,Tony Dize,479655659,2022
La Corriente,Bad Bunny,479655659,2022
Count Me Out,Kendrick Lamar,126191104,2022
Andrea,Buscabulla,344055883,2022
Andrea,Bad Bunny,344055883,2022
Dos Mil 16,Bad Bunny,338422004,2022
We Cry Together,Kendrick Lamar,68895644,2022
We Cry Together,Taylour Paige,68895644,2022
Savior,Kendrick Lamar,86176890,2022
Savior,Sam Dew,86176890,2022
Savior,Baby Keem,86176890,2022
Un Coco,Bad Bunny,403231558,2022
Otro Atardecer,Bad Bunny,319546754,2022
Otro Atardecer,The Mar??,319546754,2022
Worldwide Steppers,Kendrick Lamar,61739839,2022
Aguacero,Bad Bunny,283359161,2022
Purple Hearts,Kendrick Lamar,76831876,2022
Purple Hearts,Ghostface Killah,76831876,2022
Purple Hearts,Summer Walker,76831876,2022
Un Verano Sin Ti,Bad Bunny,283332261,2022
ULTRA SOLO,Polima WestCoast,307752576,2022
ULTRA SOLO,Pailita,307752576,2022
Ens????ame,Bad Bunny,279737940,2022
El Apag?,Bad Bunny,212351890,2022
Callaita,Bad Bunny,1304313953,2019
Callaita,Tainy,1304313953,2019
Dua Lipa,Jack Harlow,150500965,2022
Agosto,Bad Bunny,246127838,2022
House Of Memories,Panic! At The Disco,582863434,2016
Mr. Morale,Kendrick Lamar,58687425,2022
Mr. Morale,Tanna Leone,58687425,2022
That That (prod. & feat. SUGA of BTS),PSY,212109195,2022
That That (prod. & feat. SUGA of BTS),Suga,212109195,2022
In The Stars,Benson Boone,382199619,2022
Rich - Interlude,Kendrick Lamar,41210087,2022
SUPERMODEL,M??ne,231657891,2022
Stefania (Kalush Orchestra),KALUSH,53729194,2022
Thousand Miles,The Kid Laroi,244741137,2022
Crown,Kendrick Lamar,42485571,2022
Auntie Diaries,Kendrick Lamar,37778188,2022
PUFFIN ON ZOOTIEZ,Future,254218729,2022
Mirror,Kendrick Lamar,53603447,2022
Beautiful Girl,Luciano,160035717,2022
"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,164163229,2022
"Paulo Londra: Bzrp Music Sessions, Vol. 23",Paulo Londra,164163229,2022
Savior - Interlude,Kendrick Lamar,37091576,2022
Pasoori,Shae Gill,284249832,2022
Pasoori,Ali Sethi,284249832,2022
Mother I Sober (feat. Beth Gibbons of Portishead),Kendrick Lamar,33381454,2022
Mother I Sober (feat. Beth Gibbons of Portishead),Beth Gibbons,33381454,2022
TUS L??GR,Sech,184622518,2022
TUS L??GR,Mora,184622518,2022
Where Did You Go?,MNEK,300983101,2022
Where Did You Go?,Jax Jones,300983101,2022
I Tried to Tell Y'all,Ugly Dray,121077868,2022
I Tried to Tell Y'all,Tesla Jnr,121077868,2022
Honest (feat. Don Toliver),Justin Bieber,106919680,2022
Honest (feat. Don Toliver),Don Toliver,106919680,2022
ZOOM,Jessi,136996305,2022
SloMo,Chanel,65719930,2021
FEARLESS,LE SSERAFIM,229497852,2022
10 Things I Hate About You,Leah Kate,185550869,2022
SPACE MAN,Sam Ryder,54682594,2022
With you,HA SUNG WOON,240580042,2022
With you,Jimin,240580042,2022
Iris,The Goo Goo Dolls,1284942608,1998
The Heart Part 5,Kendrick Lamar,71423324,2022
San Lucas,Kevin Kaarl,244891912,2019
This Love (Taylor???s Ve,Taylor Swift,132171975,2022
Good Looking,Suki Waterhouse,184706613,2017
Flowers,Lauren Spencer Smith,184826429,2021
Yet To Come,BTS,302006641,2022
Run BTS,BTS,330881149,2022
Music For a Sushi Restaurant,Harry Styles,334733572,2022
Matilda,Harry Styles,366214458,2022
For Youth,BTS,114546317,2022
Daylight,Harry Styles,290833204,2022
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,448500832,2022
Cash In Cash Out,Pharrell Williams,136676504,2022
Cash In Cash Out,Tyler,136676504,2022
Cash In Cash Out,The Creator,136676504,2022
Cash In Cash Out,21 Savage,136676504,2022
Potion (with Dua Lipa & Young Thug),Calvin Harris,190625045,2022
Potion (with Dua Lipa & Young Thug),Dua Lipa,190625045,2022
Potion (with Dua Lipa & Young Thug),Young Thug,190625045,2022
Born Singer,BTS,79095270,2022
Little Freak,Harry Styles,273194684,2022
La Llevo Al Cielo (Ft. ??engo F,Nengo Flow,333146475,2022
La Llevo Al Cielo (Ft. ??engo F,Anuel Aa,333146475,2022
La Llevo Al Cielo (Ft. ??engo F,Chris Jedi,333146475,2022
La Llevo Al Cielo (Ft. ??engo F,Chencho Corleone,333146475,2022
True Love,Kanye West,194902696,2022
True Love,XXXTENTACION,194902696,2022
Satellite,Harry Styles,311482393,2022
Pass The Dutchie,Musical Youth,195918494,1982
"Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,248511839,2022
"Villano Antillano: Bzrp Music Sessions, Vol. 51",Villano Antillano,248511839,2022
Love Of My Life,Harry Styles,233671263,2022
Grapejuice,Harry Styles,199587884,2022
So Good,Halsey,91781263,2022
Belly Dancer,BYOR,383835984,2022
Belly Dancer,Imanbek,383835984,2022
Keep Driving,Harry Styles,236060709,2022
Cinema,Harry Styles,189236868,2022
Die Young (feat. 347aidan),Sleepy hallow,160845341,2022
Die Young (feat. 347aidan),347aidan,160845341,2022
Only Love Can Hurt Like This,Paloma Faith,588955257,2014
Hold My Hand,Lady Gaga,238350348,2022
Daydreaming,Harry Styles,187703102,2022
Numb,Marshmello,295307001,2022
Numb,Khalid,295307001,2022
Nos Comemos (feat. Ozuna),Ozuna,138334433,2022
Nos Comemos (feat. Ozuna),Tiago pzk,138334433,2022
Me and Your Mama,Childish Gambino,445590495,2016
Crazy What Love Can Do,David Guetta,286739476,2022
Crazy What Love Can Do,Ella Henderson,286739476,2022
Crazy What Love Can Do,Becky Hill,286739476,2022
SLOW DANCING IN THE DARK,Joji,1122364376,2018
Antes de Perderte,Duki,157136970,2022
Boyfriends,Harry Styles,137070925,2022
295,Sidhu Moose Wala,183273246,2021
Tak Ingin Usai,Keisya Levronka,184807630,2022
En El Radio Un Cochinero,Victor Cibrian,164856284,2022
Master of Puppets (Remastered),Metallica,704171068,1986
BREAK MY SOUL,Beyonc?,354614964,2022
ULTRA SOLO REMIX,De La Ghetto,279717388,2022
ULTRA SOLO REMIX,Feid,279717388,2022
ULTRA SOLO REMIX,Polima WestCoast,279717388,2022
ULTRA SOLO REMIX,Paloma Mami,279717388,2022
ULTRA SOLO REMIX,Pailita,279717388,2022
Massive,Drake,195628667,2022
Betty (Get Money),Yung Gravy,221752937,2022
Ojos Marrones,Lasso,263280370,2022
POP!,Nayeon,213505179,2022
Layla,Sch??rze,130419412,2022
Layla,DJ R,130419412,2022
MORE,j-hope,155795783,2022
Sweet Child O' Mine,Guns N' Roses,1553497987,1987
Last Last,Burna Boy,293466523,2022
SNAP,Rosa Linn,711366595,2022
Sticky,Drake,191448892,2022
Hot Shit (feat. Ye & Lil Durk),Kanye West,85924992,2022
Hot Shit (feat. Ye & Lil Durk),Lil Durk,85924992,2022
Hot Shit (feat. Ye & Lil Durk),Cardi B,85924992,2022
Ai Preto,L7nnon,176103902,2022
Ai Preto,DJ Biel do Furduncinho,176103902,2022
Ai Preto,Bianca,176103902,2022
La Loto,Anitta,121189256,2022
La Loto,Tini,121189256,2022
La Loto,Becky G,121189256,2022
die first,Nessa Barrett,131746175,2022
Afraid To Feel,LF System,244790012,2022
Baile no Morro,Mc Vitin Da Igrejinha,129314708,2022
Baile no Morro,MC Tairon,129314708,2022
Baile no Morro,DJ Win,129314708,2022
c??mo dormi,Rels B,331511413,2022
Bad Decisions (with BTS & Snoop Dogg),Snoop Dogg,219196651,2022
Bad Decisions (with BTS & Snoop Dogg),BTS,219196651,2022
Bad Decisions (with BTS & Snoop Dogg),Benny Blanco,219196651,2022
STAYING ALIVE (feat. Drake & Lil Baby),Drake,170732845,2022
STAYING ALIVE (feat. Drake & Lil Baby),DJ Khaled,170732845,2022
STAYING ALIVE (feat. Drake & Lil Baby),Lil Baby,170732845,2022
Caile,Luar La L,273914335,2020
Si Te La Encuentras Por Ah?,Feid,179061440,2022
GIVENCHY,Duki,185236961,2022
ALIEN SUPERSTAR,Beyonc?,171788484,2022
Mary On A Cross,Ghost,387080183,2019
Attention,NewJeans,264717480,2022
THE SHADE,Rex Orange County,244928911,2022
"Come Back Home - From ""Purple Hearts""",Sofia Carson,97610446,2022
El Rescate,Grupo Marca Registrada,287278853,2022
El Rescate,Junior H,287278853,2022
Heartless,Kanye West,887906111,2008
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Calvin Harris,123473120,2022
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Halsey,123473120,2022
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Pharrell Williams,123473120,2022
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Justin Timberlake,123473120,2022
Siempre Pendientes,Peso Pluma,295152154,2022
Siempre Pendientes,Luis R Conriquez,295152154,2022
JGL,Luis R Conriquez,323455692,2022
JGL,La Adictiva,323455692,2022
Don't You Worry,David Guetta,240918092,2022
Don't You Worry,Shakira,240918092,2022
Don't You Worry,Black Eyed Peas,240918092,2022
Pipoco,Melody,191873381,2022
Pipoco,Ana Castela,191873381,2022
Pipoco,Dj Chris No Beat,191873381,2022
Hold Me Closer,Elton John,284216603,2017
Hold Me Closer,Britney Spears,284216603,2017
Forget Me,Lewis Capaldi,239411309,2022
After LIKE,IVE,265548837,2022
Bound 2,Kanye West,703301727,2013
B.O.T.A. (Baddest Of Them All) - Edit,Interplanetary Criminal,244585109,2022
B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,244585109,2022
Talk that Talk,TWICE,189476119,2022
BILLIE EILISH.,Armani White,277132266,2022
Ferxxo 100,Feid,278920007,2022
KU LO SA - A COLORS SHOW,Oxlade,222410722,2022
Prohibidox,Feid,185392587,2022
Static,Steve Lacy,202452860,2022
The Scientist,Coldplay,1608164312,2002
Sparks,Coldplay,624101957,2000
Talk,YEAT,148461629,2022
XQ Te Pones As?,Yandel,47093942,2022
XQ Te Pones As?,Feid,47093942,2022
Selfish,PnB Rock,380319238,2016
Sin Se??,Ovy On The Drums,209106362,2022
Sin Se??,Quevedo,209106362,2022
Lady Mi Amor,Feid,53987404,2022
Poland,Lil Yachty,115331792,2022
THE LONELIEST,M??ne,225093344,2022
Bye Bye,Marshmello,84697729,2022
Bye Bye,Juice WRLD,84697729,2022
BABY OTAKU,Fran C,159240673,2022
BABY OTAKU,Polima WestCoast,159240673,2022
BABY OTAKU,Nickoog Clk,159240673,2022
BABY OTAKU,Pablito Pesadilla,159240673,2022
Nxde,(G)I-DLE,170709584,2022
Miss You,Southstar,154356956,1982
we fell in love in october,girl in red,723043854,2018
2 Be Loved (Am I Ready),Lizzo,247689123,2022
Celestial,Ed Sheeran,176474912,2022
Typa Girl,BLACKPINK,235549288,2022
I Really Want to Stay at Your House,Rosa Walton,140430339,2020
I Really Want to Stay at Your House,Hallie Coggins,140430339,2020
California Breeze,Lil Baby,85559365,2022
Bamba (feat. Aitch & BIA),Luciano,146223492,2022
Bamba (feat. Aitch & BIA),Aitch,146223492,2022
Bamba (feat. Aitch & BIA),B?,146223492,2022
Casei Com a Putaria,MC Ryan SP,187701588,2022
Casei Com a Putaria,Love Funk,187701588,2022
Casei Com a Putaria,Mc Paiva ZS,187701588,2022
Major Distribution,Drake,154863153,2022
Major Distribution,21 Savage,154863153,2022
Pussy & Millions (feat. Travis Scott),Drake,191333656,2022
Pussy & Millions (feat. Travis Scott),Travis Scott,191333656,2022
Pussy & Millions (feat. Travis Scott),21 Savage,191333656,2022
Vigilante Shit,Taylor Swift,253650850,2022
Question...?,Taylor Swift,223064273,2022
On BS,Drake,170413877,2022
On BS,21 Savage,170413877,2022
Mastermind,Taylor Swift,218320587,2022
Circo Loco,Drake,141720999,2022
Circo Loco,21 Savage,141720999,2022
Labyrinth,Taylor Swift,187339835,2022
Spin Bout U,Drake,198365537,2022
Spin Bout U,21 Savage,198365537,2022
Sweet Nothing,Taylor Swift,186104310,2022
"Would've, Could've, Should've",Taylor Swift,177503916,2022
Con La Brisa,Ludwig Goransson,71095708,2022
Con La Brisa,Foudeqush,71095708,2022
Privileged Rappers,Drake,112436403,2022
Privileged Rappers,21 Savage,112436403,2022
The Astronaut,Jin,203436468,2022
BackOutsideBoyz,Drake,93367537,2022
Broke Boys,Drake,106249219,2022
Broke Boys,21 Savage,106249219,2022
The Great War,Taylor Swift,181382590,2022
My Mind & Me,Selena Gomez,91473363,2022
Bigger Than The Whole Sky,Taylor Swift,121871870,2022
A Veces (feat. Feid),Feid,73513683,2022
A Veces (feat. Feid),Paulo Londra,73513683,2022
En La De Ella,Feid,133895612,2022
En La De Ella,Sech,133895612,2022
En La De Ella,Jhayco,133895612,2022
Alone,Burna Boy,96007391,2022
